井号,时间,工种,操作员,深度,速度,速度单位,张力,张力增量,张力单位,最大张力,缆头张力,安全张力,异常数据标识
陕50H-3王,2025-07-14 08:36:47,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:46,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:45,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:43,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:42,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:41,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:40,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:39,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:38,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:37,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:36,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:35,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:34,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:33,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:32,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:31,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:30,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:29,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:28,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:27,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:26,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:25,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:24,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:23,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:22,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:21,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:20,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:19,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:18,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:17,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:16,超级用户,JerryW,0.00,0.00,m/h,0.00,0.00,lb,0.00,0.00,0.00,无
陕50H-3王,2025-07-14 08:36:09,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:08,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:07,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:06,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:05,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:04,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:03,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:02,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:01,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:36:00,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:59,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:58,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:57,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:56,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:55,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:54,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:53,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:52,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:51,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:50,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:49,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:48,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:47,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:46,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:45,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:44,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:43,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:42,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:41,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:40,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:39,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:38,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:37,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:36,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:35,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:34,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:33,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:32,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:31,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:30,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:29,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:28,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:27,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:26,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:25,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:24,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:23,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:22,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:21,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:20,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:19,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:18,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:17,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:16,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:15,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:14,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:13,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:12,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:11,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:10,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:09,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:08,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:07,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:06,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:05,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:04,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:03,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:02,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:01,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:35:00,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:59,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:58,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:57,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:56,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:55,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:54,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:53,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:52,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:51,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:50,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:49,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:48,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:47,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:46,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:45,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:44,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:43,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:42,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:41,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:40,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:39,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:38,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:37,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:36,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:35,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:34,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:33,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:32,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:31,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:30,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:29,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:28,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:27,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:26,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:25,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:24,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:23,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:22,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:21,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:20,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:19,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:18,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:16,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:15,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:14,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:13,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:12,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:11,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:10,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:08,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:07,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:06,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:05,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:04,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:03,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:02,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:01,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:34:00,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:59,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:58,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:57,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:56,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:55,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:54,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:53,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:52,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:51,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:50,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:49,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:48,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:47,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:46,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:45,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:44,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:43,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:42,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:41,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:40,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:39,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:38,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:38,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:36,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:35,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:34,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:33,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:32,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:31,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:30,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:29,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
陕50H-3王,2025-07-14 08:33:28,超级用户,JerryW,1000.00,0.00,m/h,0.00,-28850.36,lb,6744.25,0.00,-67.44,无
